Gisswitchgear_iri,switchgear-asset-identifier-code,rated-voltage-ur,name,country-of-installation,end-customer,LIPROGIS,switchgear-installation-location-type,switchgear-product-type,VDB-number
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11450_AU%3A+P-020199+B2812+BEL+Mercator+GIB+380+kV,RFK,380.0,Mercator GIB 380 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,ELIA,11450,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11451_AU%3A+P-020176+KAT+GTC-954-2019+_+Current+Limiting+Reactors+LZS-KM+400kV,RFK,0.0,400/132/11kV LOGISTIC ZONE SUPER SUBSTATION,,KAHRAMAA,11451,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11456_AU%3A+P-02091+B2938+THA+Song+Sa+Ard+Substation,BMK,115.0,Song Sa Ard Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Metropolitan Electricity Authority,11456,Innen,8dn85,36219
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11457_AU%3A+P-019982+B2574+Nornickel+GPP-83+110kV_RUS,BMK,110.0,Nornickel GPP-83,http://ontology.siemens.com/shared/geography/country/did/0.4#Ru,Norilsk Nickel,11457,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11458_AU%3A+P-020228+B2831+UW+Esslingen+West+DEU,BMK,123.0,UW Esslingen West,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Netze BW,11458,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11460_AU%3A+P-013406-+P-016609-+P-019081-+P-020182+A9256+Blackhillock+400-132kV,BMK,132.0,Blackhillock,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Scottish and southern energy,11460,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11462_AU%3A+P-020207+B2816_B2818+-+MEX+Sancela+85kV,RFK,123.0,Propia Sancela 85kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,CFE,11462,Außen,8dn85,1158
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11463_AU%3A+P-020219+B2830+Shunoof+220kV,BMK,220.0,Shunoof 220kV,,SEWA,11463,Außen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11464_Service+AU%3A+B2695+Cacicedo+Umbau+D01,BMK,220.0,Cacicedo ,SPA,Red Electrica de España ,11464,,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11465_AU%3A+P-020213+B2832+Pared%C3%B3n+115kV,RFK,0.0,S.E. Paredón 115kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,PEMEX,11465,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11466_AU%3A+P-020255+B2913+Sun+Ba+Plant+2+161+kV,RFK,161.0,Sun Ba Plant 2,TAI,Sun Ba Power Corp.,11466,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11467_AU%3A+P-020242+B2865+Hickory+138kV+50kA,RFK,138.0,Hickory 138kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Denton Municipal Electric (DME),11467,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11468_AU%3A+P-020244+B2852+ComEd+Elmhurst+345kV+GIS+Substation,BMK,345.0,Elmhurst,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,ComEd,11468,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11469_AU%3A+P-020267+B2868+Cliffs+Substation+69+kV+PSE%26G,RFK,69.0,CLIFFS SUBSTATION,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G ,11469,Innen,8dn85,31022
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11471_P-020276+UW+Uptown+145kV+Blue,RFK,145.0,UW Uptown 145kV Blue,http://ontology.siemens.com/shared/geography/country/did/0.4#Sz,uptownBasel Infra AG,11471,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11472_AU%3A+P-020216+B2853+Martinez+132+kV,RFK,132.0,Martinez 132kV,,EDENOR,11472,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11473_AU%3A+P-020216+B2853+Martinez+132+kV,RFK,132.0,Martinez 132kV,,EDENOR,11473,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11474_AG%3A+VDB+37336+DEU+Umbau+UW+Teufelsbruch,BMK,380.0,Umbau UW Teufelsbruch,http://ontology.siemens.com/shared/geography/country/did/0.4#De,50 Hertz,11474,Außen,8DQ161,37336
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11482_AU%3A+P-020288+B2770+Ramon+Reberte+345kV++Ext.,RFK,345.0,SE Ramon Reberte 345 kV Ext.,http://ontology.siemens.com/shared/geography/country/did/0.4#Br,MEZ Energia e Participacoes LTDA,11482,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11483_AU%3A+P-020287+B2769+SE+Miguel+Reale+345+kV++Ext.,RFK,345.0,SE Miguel Reale 345kV Ext.,http://ontology.siemens.com/shared/geography/country/did/0.4#Br,MEZ Energia e Participacoes LTDA,11483,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11491_AU%3A+P-020241+UW+Bramfeld,RFK,123.0,UW Bramfeld,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Stromnetz Hamburg GmbH,11491,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11492_AU%3A+P-020082++B2667+Qisquerq+70kV+,RFK,70.0,Qisquercq 70kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,ELIA  ASSET NV/SA,11492,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11513_AU%3A+P-020221+B2838+NOR+REN+Container+Solution+145kV+BLUE,RFK,145.0,REN Container Solution 145kV BLUE,http://ontology.siemens.com/shared/geography/country/did/0.4#No,REN GIS-Beredskap AS,11513,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11518_P-020227+B2982+NOR+Blomoy+132kV,RFK,0.0,Blomoy 132kV,http://ontology.siemens.com/shared/geography/country/did/0.4#No,BKK Nett,11518,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11519_AU%3A+P-020226+B2840+NOR+Knarvik,RFK,0.0,Knarvik,http://ontology.siemens.com/shared/geography/country/did/0.4#No,BKK Nett,11519,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11520_AU%3A+P-020252+B2863+UW+Ausstellung+SW+M,RFK,123.0,UW Ausstellung,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SW M,11520,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11521_AU%3A+P-020262+B2871+Container+SW+M,RFK,123.0,Container,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SW M,11521,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11523_AU%3A+P-020232+Konstant+Container,BMK,725.0,Konstant Container,http://ontology.siemens.com/shared/geography/country/did/0.4#Dk,Konstant,11523,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11526_AU%3A+P-020275+B2885+McCook+138+kV+ComEd,RFK,138.0,TSS51 McCook 138 kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,ComEd,11526,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11527_AU%3A+P-020292+B2926+Straumsmo+145+kV,RFK,145.0,Straumsmo 145 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Statkraft,11527,Innen,8VN1-1,37438
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11528_AU%3A+P-020350+B2969+APSF+F22+P1+161kV,RFK,170.0,APSF F22 P1 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Products San Fu Co. Ltd.,11528,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11529_AU%3A+P-020233+B2845+IRL+Greenlink,RFK,0.0,Greenlink Interconnector,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,Greenlink Interconnector Limited,11529,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11530_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,,50 hertz,11530,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11531_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,,50 hertz,11531,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11534_AU%3A+P-020319+B2869+Airport+132+kV,BMK,132.0,Airport 132 kV,UAE,SEWA,11534,Innen,8dn85,37281
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11536_AU%3A+P-020240+B2858+Kilroot+Transformerconnection,RFK,400.0,Kilroot Transformerconnection,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,EP Kilroot Limited,11536,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11537_AU%3A+P-020432+B2640+POSTE+380+kV+RIMIERE+ELIA+BEL,RFK,380.0,POSTE 380 kV RIMIERE,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,ELIA,11537,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11539_AU%3A+P-020256+B2912+-+WIN+LuChu+161kV,RFK,170.0,WIN LuChu 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,WIN Semiconductors Corp.,11539,Innen,8dn86,37341
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11540_AU%3A+P-020253+B2826+Watson+138+kV+,RFK,138.0,Watson 138 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Duquesne Light Company,11540,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11544_AU%3A+P-020326+B2939+Micron+F11+161+kV+Extension,BMK,0.0,Micron F11 Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,MICRON,11544,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11545_AU%3A+P-020289+B2940+Micron+A3+Extension,RFK,170.0,Micron A3 Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,MICRON,11545,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11546_AU%3A+P-020271+B2891+Sein%C3%A4joki+FIN+110+kV,BMK,110.0,Seinäjoki 110 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Fi,Fingrid,11546,Innen,8dn85,37642
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11584_AU%3A+P-020290+A5860+Brno+Prikop+Extension+CRE,BMK,123.0,Brno Prikop Extension,Brno,,11584,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11585_AU%3A+P-020278+B2892+Kilcarbery,RFK,123.0,Kilcarbery,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,H&MV ENGINEERING,11585,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11587_AU%3A+P-020322+A8738+Al+Nahda+Extension+%3DE01,BMK,132.0,Al Nahda,UAE ABD,Transco,11587,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11588_AU%3A+P-020305+B2915+CFE+S.E.+TUXPAN+SF6+400kV,RFK,420.0,S.E. TUXPAN SF6,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,CFE,11588,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11592_AU%3A+P-020255+B2913+Sun+Ba+Plant+2+161+kV,RFK,161.0,Sun Ba Plant 2,TAI,Sun Ba Power Corp.,11592,Außen,,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11593_AU%3A+P-020377+B2990+USA+Bear+Run+Switching+Station,RFK,230.0,Bear Run Switching Station,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Dominion Energy,11593,Innen,8DQ161,37808
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11594_AU%3A+P-020329+B2965+NOR+Bognes+Transformatorstasjon,RFK,66.0,Bognes Transformatorstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Kystnett,11594,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11595_AU%3A+P-020283+B2927++Par13%26Par14+Interxion+,BMK,220.0,Par13&Par14 Interxion ,http://ontology.siemens.com/shared/geography/country/did/0.4#Fr,Interxion,11595,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11596_AU%3A+P-020283+B2927++Par13%26Par14+Interxion+,BMK,220.0,Par13&Par14 Interxion ,http://ontology.siemens.com/shared/geography/country/did/0.4#Fr,Interxion,11596,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11597_AU%3A+P-020334+HKW+Nord+SW+Bonn,BMK,110.0,HKW Nord SW Bonn,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SWB Stadtwerke Bonn,11597,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11598_AU%3A+P-020390+B3015+Kishoge+7+Bays,RFK,123.0,Kishoge 7 Bays,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,H&MV Engineering,11598,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11599_AU%3A+P-020180+B2841+Elstree+132+Ext.,BMK,132.0,Elstree 132kV Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Electricity Alliance North ,11599,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11600_AU%3A+P-020367+B2996+Beauly+132kV,RFK,132.0,Beauly 132kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Scottish and southern energy,11600,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11602_AU%3A+P-020296+B2904+DEU+UW+Bentwisch+DC-GIS,BMK,0.0,UW Bentwisch,,50Hertz,11602,Außen,8DQ1DC PN 471...,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11606_AU%3A+P-020451+B2955+ADNOC+Lightning+DAS+132+kV+%28DAS+Cluster%29,BMK,132.0,DAS 132 kV,UAE ABD,ADNOC,11606,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11607_AU%3A+P-020451+B2955+ADNOC+Lightning+DAS+132+kV+%28DAS+Cluster%29,BMK,132.0,DAS 132 kV,UAE ABD,ADNOC,11607,Außen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11608_AU%3A+P-020451+B2957+ADNOC+Lightning+Al+Ghallan+132+kV+%28Zakum+Cluster%29+,BMK,132.0,Al Ghallan 132 kV,UAE ABD,ADNOC,11608,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11611_AU%3A+P-020451+B2956+Mirfa+Onshore+400kV+%28Zakum+Cluster%29,BMK,400.0,Mirfa Onshore 400kV (Zakum Cluster),ABD,ADNOC,11611,Innen,8dq1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11614_AU%3A+P-020347+DEWA+8DN8+Reactor+cable+housings,BMK,145.0,AU: P-020347 DEWA 8DN8 Reactor cable housings,DUB,DEWA,11614,Außen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11615_AU%3A+P-020411+B3026+Mahasawat+Water+Treatment+Plant+115+kV_THA,RFK,115.0,Mahasawat Water Treatment Plant,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Metropolitan Waterworks Authority,11615,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11618_AU%3A+P-020324+A5520+ROCIO+220+kV+Ext+2+%3DD06+-+REE+-+SPA,BMK,220.0,SUBESTACIÓN DE ROCIO 220 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,REE,11618,Innen,8dn92,37327
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11619_AU%3A+P-020325+B2934+ABANTO+132+kV+-+IBERDROLA+-+SPA,RFK,132.0,ST ABANTO,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11619,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11621_AU%3A+P-020340+B2942+UW+Modriach+8DN8-5,RFK,123.0,UW Modriach,http://ontology.siemens.com/shared/geography/country/did/0.4#At,Energienetze Steiermark GmbH,11621,Innen,8dn85,37769
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11623_AU%3A+P-020331+B2964+Rathnaskillogue+Solar+Farm+,RFK,123.0,Rathnaskillogue Solar Farm,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,H&MV Engineering,11623,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11626_AU%3A+P-020337+B2935+LAVANDERAS+66+kV+-+IBERDROLA+-+SPA,RFK,66.0,STR LAVANDERAS,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11626,Innen,8dn85,37658
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11627_AU%3A+P-020342+B2936+LA+ASOMADA+66+kV+-+IBERDROLA+-+SPA,RFK,72.0,ST LA ASOMADA,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11627,Innen,8dn85,37747
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11634_AU%3A+P-020366+B2976+PAK+KKI+220+kV,BMK,245.0,KKI,http://ontology.siemens.com/shared/geography/country/did/0.4#Pk,K-Electric,11634,Innen,8DQ161,36870
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11635_AU%3A+P-020385+B2549+Dinorwig+420kV+GIS+2022,RFK,420.0,Dinorwig 420kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,National Grid,11635,Innen,8DQ161,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11637_AU%3A+P-020440+Le+Treport,RFK,725.0,Le Treport,http://ontology.siemens.com/shared/geography/country/did/0.4#Fr,SGRE,11637,Innen,8VM1-1,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11640_AU%3A+P-020410+B3027+Mission+69+kV+,RFK,725.0,Mission 69 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,SDG&E,11640,Innen,8dn86,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11648_AU%3A+P-020488+B3098+UW+Neuhausen+SW+M,RFK,123.0,UW Neuhausen,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SW M,11648,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11657_AU%3A+P-020373+B2991+ABD+Hudayriat+Island+132kV,BMK,0.0,Hudayriat Island 132kV,ABD,TRANSCO,11657,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11658_AU%3A+P-020255+B2913+Sun+Ba+Plant+2+161+kV,RFK,161.0,Sun Ba Plant 2,TAI,Sun Ba Power Corp.,11658,Außen,NA,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11662_AU%3A+P-020415+B3006+UW+Roderbruch,BMK,110.0,UW Roderbruch,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Enercity,11662,Innen,8dn85,37751
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11665_AU%3A+P-020401+B3014+UW+Ahrensburg-Nord,BMK,123.0,UW Ahrensburg-Nord,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Schleswig-Holstein Netz AG,11665,Innen,8VN1-1,37310
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11668_AU%3A+P-020351+B2984+GBR+East+Anglia+3+DC-GIS,RFK,0.0,EA3 OWF DC-GIS,NA,East Anglia Three Ltd.,11668,Innen,8DQ1DC PN 471...,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11678_AU%3A+P-020402+B3020+NDL+Beverwijk+380kV+Ext+%3DC09,BMK,380.0,Beverwijk 380kV,NDL,TenneT TSO BV.,11678,Außen,8DQ161,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11681_AU%3A+P-020376+B3042+-+BG%26E+Westport+115kV+63kA_USA,RFK,115.0,Westport #11 115kV,NA,BG&E,11681,Außen,8dn86,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11682_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,NA,50 hertz,11682,Innen,8DQ161,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11683_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,NA,50 hertz,11683,Innen,8DQ161,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11684_AU%3A+P-020412+B3056+THA+Replace+Plant+2+GIS,RFK,115.0,Replace Plant 2 GIS ,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,SCCC,11684,Innen,8dn85,37481
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11685_AU%3A+P-020412+B3056+THA+Replace+Plant+2+GIS,RFK,115.0,Replace Plant 2 GIS ,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,SCCC,11685,Innen,8dn85,37481
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11687_AU%3A+P-020382+B3022+-+ALFE+LinKou+GP5+161kV,RFK,170.0,ALFE LinKou GP5 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Liquide Far East Ltd.,11687,Innen,8dn86,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11688_AU%3A+P-020414+B3031+DEU+UW+Erfurt+West,BMK,123.0,Rekonstruktion UW Erfurt / West,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SWE Netz GmbH,11688,Außen,8dn85,37887
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11691_AU%3A+P-020399+B3017+Tr%C3%A9port+-+Noirmoutier+66kV,RFK,66.0,Tréport / Noirmoutier 66kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Fr,CDA / Eolien Maritime France,11691,Innen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11707_AU%3A+P-020347+DEWA+8DN8+Reactor+cable+housings,BMK,145.0,AU: P-020347 DEWA 8DN8 Reactor cable housings,DUB,DEWA,11707,Außen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11708_AU%3A+P-020347+DEWA+8DN8+Reactor+cable+housings,BMK,145.0,AU: P-020347 DEWA 8DN8 Reactor cable housings,DUB,DEWA,11708,Außen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11709_AU%3A+P-020347+DEWA+8DN8+Reactor+cable+housings,BMK,145.0,AU: P-020347 DEWA 8DN8 Reactor cable housings,DUB,DEWA,11709,Außen,8dn85,NA
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11710_AU%3A+P-019655+B2209+UW+Simmering,BMK,420.0,UW Simmering,Wien,Wiener Netze,11710,Außen,8dn92,NA
